variable_name,variable,ground_truth_distribution_type,fitted_distribution_type,mu,sigma,a,b
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in NY",single_12,normal,lognormal,11.768143713249026,0.15365383591244436,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in PA",single_13,normal,gaussian,100000.6703954787,9079.83296321297,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Retail & Wholesale sector",single_14,normal,lognormal,11.64764144006374,0.14764274431747892,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in CA",single_15,normal,lognormal,11.947747556963117,0.16066189328740113,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 10000+ Employees",double_0,normal,gaussian,149999.9999999996,9080.2054787466,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company is not public",double_1,normal,lognormal,11.83009633383226,0.08786136347575667,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 10000+ Employees",double_2,normal,gaussian,145400.31200514824,7148.923139852758,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has 1 to 50 Employees",double_3,normal,lognormal,11.50573718263577,0.12123709601064922,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has 10000+ Employees",double_4,normal,gaussian,159999.94814309987,18160.723347685973,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector",double_5,normal,gaussian,130000.26278993447,8792.805861045996,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public",double_6,normal,gaussian,160000.00954401935,11062.838170144947,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company has 1001 to 5000 Employees",double_7,normal,gaussian,140000.0,11062.71756725961,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in CA",double_8,normal,lognormal,11.910666928620612,0.18285946182802731,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in PA",double_9,normal,gaussian,115000.68560887946,9080.366928749325,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees",double_10,normal,lognormal,11.955111114235606,0.15575526573960147,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA",double_11,normal,gaussian,149999.9999999996,9080.2054787466,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Financial Services sector, the company has 10000+ Employees",double_12,normal,gaussian,149999.979231805,13275.549214532899,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Financial Services sector, the company is public",double_13,normal,lognormal,11.86843342514914,0.11965941073521773,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company is public",double_14,normal,lognormal,11.848951294171306,0.15211808258132845,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in VA, the company is not public",double_15,normal,lognormal,11.690293695894619,0.2171013707480491,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $1 to $5 billion (USD) revenue, the company has 1001 to 5000 Employees",double_16,normal,gaussian,124000.71886574464,10071.304008458977,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Aerospace & Defense sector",double_17,normal,lognormal,11.781944547597137,0.11625272518858534,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is in the Information Technology sector, the company has 10000+ Employees",double_18,normal,lognormal,11.88845767846998,0.13937870741933306,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company is in CA",double_19,normal,gaussian,163999.98942554725,15890.634676295302,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company has $10+ billion (USD) revenue, and the company has 10000+ Employees",triple_0,normal,gaussian,135000.12971053345,14611.63872558569,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company has 10000+ Employees, and the company is public",triple_1,normal,gaussian,150000.00792439145,11062.964333306802,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company has 10000+ Employees",triple_2,normal,lognormal,11.931440607652492,0.10319766160308626,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is not public, the company is in the Healthcare sector, and the company has 10000+ Employees",triple_3,normal,lognormal,11.839637367121881,0.1956233697393037,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company is public, the company is in CA, and the company is in the Information Technology sector",triple_4,normal,lognormal,11.943090525496402,0.1522903800188311,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company has $10+ billion (USD) revenue, and the company is in the Information Technology sector",triple_5,normal,gaussian,159999.9999999978,9080.205478820522,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company is not public, and the company has $1 to $5 billion (USD) revenue",triple_6,normal,lognormal,11.952618898643665,0.09963608390008213,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has $10+ billion (USD) revenue, the company is public, and the company is in CA",triple_7,normal,lognormal,12.040664139491428,0.11786433947510391,,
"The average midpoint of the posted salary range (in dollars) for data science and adjacent jobs in the US, given the company has 10000+ Employees, the company has $10+ billion (USD) revenue, and the company is in CA",triple_8,normal,lognormal,12.097044741951542,0.1528582132181958,,
